LA,ESTAB,URN,PERCTOT,PPERSABS10
850,2276,116009,2.9,2.4
850,2278,116010,2.4,1
850,2282,116012,3.5,3.8
850,2283,116013,4.5,7.2
850,2284,116014,4,8.9
850,2285,116015,3.2,6.3
850,2286,116016,3.3,4.4
850,2287,116017,4.4,12.1
850,2288,116018,4.6,14.3
850,2289,116019,3.9,6.3
850,2290,116020,3.4,5.5
850,2291,116021,3.5,5.4
850,2297,116022,3.2,6.2
850,2298,116023,3.1,4.8
850,2299,116024,4,2.6
850,2300,116025,2.6,SUPP
850,2301,116026,4.5,9.8
850,2304,116027,5.2,13.3
850,2306,116028,3.3,2.3
850,2309,116030,4.2,8.1
850,2310,116031,3,3.3
850,2312,116032,3,3.1
850,2313,116033,3.3,3.6
850,2314,116034,3.7,6.1
850,2315,116035,3.4,2.5
850,2316,116036,3.1,4.3
850,2317,116037,4.5,13.1
850,2318,116038,3.7,5.5
850,2319,116039,2.5,SUPP
850,2320,116040,3.1,8.2
850,2321,116041,3.3,5.7
850,2322,116042,2.5,SUPP
850,2323,116043,3.3,6
850,2324,116044,4.2,9.2
850,2325,116045,3.8,5.3
850,2326,116046,4.7,10.2
850,2328,116047,2.5,SUPP
850,2329,116048,3.7,3.8
850,2330,116049,3.6,7.4
850,2332,116051,3.5,5.8
850,2335,116052,4.2,8.3
850,2336,116053,3.2,5.3
850,2339,116054,2.9,3
850,2341,116055,3.2,4.3
850,2342,116056,3.6,2.1
850,2344,116057,4.1,8.5
850,2345,116058,2.8,3.1
850,2346,116059,3.2,4.2
850,2347,116060,3.7,7.1
850,2348,116061,3.7,5.9
850,2354,116063,3.7,7.1
850,2357,116065,3.6,6.5
850,2361,116067,5.1,10.6
850,2367,116068,3.2,5.8
850,2372,116069,4.1,7.6
850,2373,116070,5.1,13
850,2376,116071,4.2,8.6
850,2377,116072,3.6,6.1
850,2378,116073,3.8,5.8
850,2382,116074,3,3.4
850,2383,116075,3.6,7.7
850,2384,116076,2.9,4.1
850,2387,116078,4,5.8
850,2388,116079,3.3,5.6
850,2389,116080,2.8,4
850,2392,116082,2.5,5
850,2395,116083,3.9,6
850,2396,116084,3.2,7.2
850,2470,116137,4.1,5.9
850,2510,116140,3.4,6.8
850,2511,116141,3.4,4.8
850,2512,116142,3.6,7.5
850,2516,116143,3.5,7.8
850,2517,116144,3.5,4.6
850,2519,116145,3.4,6.7
850,2520,116146,4,8.1
850,2521,116147,3.8,10.1
850,2522,144899,6.3,18.8
850,2523,116149,2.8,2.9
850,2524,116150,4.8,13.5
850,2526,116151,3.3,4.9
850,2530,116154,3.9,8.5
850,2531,116155,3.1,3.8
850,2533,116157,4.7,8.8
850,2534,116158,4.9,13.5
850,2606,116162,4.5,11.6
850,2607,116163,4.8,8.7
850,2610,116164,4.7,9.7
850,2612,116165,4.2,9.8
850,2613,116166,5.1,10.1
850,2616,146244,5.5,12.2
850,2617,116168,3.5,3.4
850,2618,116169,3.3,6.5
850,2619,116170,4.4,9.8
850,2620,116171,4.4,11.9
850,2621,116172,4.1,7.8
850,2622,116173,4.2,10
850,2623,116174,5.3,15.7
850,2624,116175,4.5,9.8
850,2625,116176,2.9,3.3
850,2627,116177,4.5,11.9
850,2630,116180,3.7,5.9
850,2631,144093,2.6,2.9
850,2717,116224,3.9,8.9
850,2718,116225,3.8,10
850,2722,129650,2.9,4.5
850,2723,116228,2.6,1.4
850,2725,116230,4.3,10.4
850,2726,116231,4.1,10.6
850,2727,116232,4,6.3
850,2728,116233,4.4,11.1
850,2729,116234,4.9,11.8
850,2732,116237,5,13.3
850,2735,116240,4.8,14.8
850,2736,116241,4.4,10.8
850,2737,116242,3.3,4.4
850,2739,116243,3.9,7.5
850,2740,116244,3.6,6.6
850,2742,116246,3.7,5.1
850,2749,116247,2.6,3
850,2750,116248,2.7,2
850,2752,116249,3.4,4.7
850,2753,116250,4.2,13.8
850,2761,116255,3.4,5.9
850,2763,116256,4.3,8.8
850,2767,116260,3.5,5.2
850,2774,116265,3.7,6.4
850,2775,130325,4.6,11.8
850,2776,131117,5.1,14
850,2777,131116,4.6,8.6
850,2778,131420,3,4.9
850,3000,116266,2.5,4.3
850,3001,116267,3.9,5.9
850,3003,116268,5.2,16.7
850,3004,116269,4.6,11.9
850,3009,116270,2.3,SUPP
850,3012,116271,4.9,7.1
850,3014,116273,3.9,5.5
850,3017,137693,3.5,7.3
850,3018,116275,3.7,6.7
850,3019,116276,3.7,7.4
850,3020,116277,4.9,12
850,3022,116278,3.9,8.1
850,3023,116279,3.7,7.9
850,3027,116280,3.5,8.1
850,3029,116281,4.1,7.4
850,3032,116282,3.6,6.8
850,3040,116283,3.5,5.7
850,3046,116284,4.4,10.6
850,3050,116285,4.7,11.8
850,3052,116286,3.1,4.4
850,3061,116288,3.8,5.3
850,3062,116289,3.8,4.3
850,3067,116290,4.6,9.8
850,3079,138719,3.3,4.4
850,3081,116292,3.2,5.3
850,3082,116293,3.5,3.2
850,3083,116294,4.9,12.2
850,3088,116295,3.6,6.8
850,3089,116296,4.6,7
850,3095,116297,4.1,10.2
850,3096,116298,3.5,5.7
850,3100,116299,3.6,7.1
850,3101,116300,3.7,8.8
850,3102,116301,3.9,5.1
850,3110,116302,3.1,SUPP
850,3112,116303,4.1,10.8
850,3118,116304,2.6,3.5
850,3119,116305,3.6,6.2
850,3120,116306,2.7,3.8
850,3124,116307,6.1,11.4
850,3126,116308,3.4,4.1
850,3132,116309,3.5,5
850,3136,116310,3.8,6.6
850,3137,116311,4.1,9.2
850,3138,116312,4,6.9
850,3142,116313,3,3.8
850,3143,116314,3.9,7.3
850,3144,116315,2.8,SUPP
850,3146,116316,3.5,4.7
850,3147,116317,4.2,6.7
850,3149,116318,3.3,5
850,3150,116319,3.5,7.6
850,3156,116320,2.3,SUPP
850,3163,116321,3.8,3.7
850,3168,116322,4.6,12.5
850,3169,116323,3.9,4.8
850,3170,116324,3.2,3.4
850,3171,116325,4.3,12.3
850,3172,116326,4,5.6
850,3176,116327,3.3,6.1
850,3177,116328,3.1,4.5
850,3181,116329,3.1,4.3
850,3183,116330,2.7,1.6
850,3184,116331,3.2,3.9
850,3185,116332,3.7,5.4
850,3186,116333,3,4.8
850,3190,116334,4.5,9.2
850,3191,116335,4.2,8.9
850,3192,116336,4.6,11.6
850,3196,116337,2.8,2.1
850,3197,116338,3.5,6.3
850,3199,134652,4.7,11.6
850,3213,116345,3.8,9.1
850,3300,116348,3.4,SUPP
850,3301,116349,3.1,4.2
850,3305,116350,2.3,3
850,3308,116351,3.4,SUPP
850,3310,116352,3.7,6.5
850,3311,116353,3.5,3.4
850,3318,116354,3,SUPP
850,3321,116355,4.2,7.7
850,3325,116356,3.7,3.4
850,3326,116357,3.2,2.2
850,3330,116358,3.7,6.6
850,3341,116359,4.5,7.4
850,3344,116360,3.4,2.2
850,3345,116361,3,4.9
850,3346,116362,3.5,6.3
850,3356,116363,3.4,3.8
850,3357,116364,3,0
850,3358,116365,3.3,5.7
850,3360,116366,4.5,4.8
850,3365,140098,4.2,5.2
850,3382,116368,2.7,4.1
850,3389,116369,3.3,5.2
850,3390,116370,4,6.7
850,3392,116371,4.1,9.9
850,3395,116372,3.3,0
850,3396,116373,2.8,2.2
850,3399,116374,3,3.1
850,3401,116375,3.6,4.5
850,3404,116376,3.3,6
850,3407,116377,3.1,3.2
850,3409,116378,3.9,7.5
850,3414,116379,3.6,6.6
850,3415,116380,3,2.7
850,3417,116381,3.9,5.5
850,3418,116382,3,2.6
850,3419,116383,3.3,5
850,3426,116387,3.1,4
850,3500,116388,3.5,8.2
850,3501,116389,2.7,SUPP
850,3551,116390,3.6,5.6
850,3553,116391,3.2,3.3
850,3600,116392,2.7,1.9
850,3602,116393,5.2,13.4
850,3650,116394,3.4,5
850,3660,116399,2.5,SUPP
850,3661,116400,3,3.6
850,3662,137403,3.5,4.6
850,3663,116402,2.8,2.1
850,3665,131450,3,4.2
850,3666,116403,2.9,SUPP
850,3667,134734,5,12.5
850,3668,134945,3.9,5.3
850,3669,131516,3.9,6.9
850,3670,135529,5.8,13.8
850,3671,135885,3.5,5
850,3672,135887,3.8,6.9
850,3673,136407,4.1,6.9
850,4000,138720,5.1,11.5
850,4001,116405,5.5,14
850,4002,138287,4.4,9.4
850,4004,138437,6.6,18.2
850,4005,138585,5.4,13.8
850,4006,138920,6.5,18.4
850,4007,140182,5.8,17.7
850,4009,144014,7.5,19.9
850,4012,116407,4,6.7
850,4014,145125,7.2,21.2
850,4015,136640,5.9,15.9
850,4100,137535,6,15.5
850,4110,138038,6.4,17
850,4113,116411,5.3,13.3
850,4117,116412,4.4,8.8
850,4119,116413,5.6,12.5
850,4127,136654,5,11.7
850,4128,137125,6.7,16.8
850,4129,137129,5,10.1
850,4130,137128,4.7,9.9
850,4133,116418,5.6,14.2
850,4136,116419,6,14.5
850,4143,137239,5.9,14.9
850,4144,116422,6,16.9
850,4147,116423,6,13.6
850,4149,116424,4.9,11.3
850,4153,116426,6.4,17.9
850,4156,116427,6.1,17.6
850,4159,116428,5.5,16.4
850,4161,138184,5.3,12.1
850,4162,116430,6.6,17
850,4163,116431,4.3,9.9
850,4164,116432,6.4,16.5
850,4166,116433,5.2,12.6
850,4168,137229,5.3,12.1
850,4171,116436,4.2,9
850,4173,116437,6.3,16.5
850,4174,116438,5.6,12.6
850,4175,136715,4.4,7.3
850,4180,116440,4.9,13.1
850,4182,116441,4.8,11.5
850,4183,116442,4.6,11.5
850,4191,116445,5.2,11.5
850,4203,116446,5.2,13.1
850,4204,116447,5.6,15.8
850,4206,116448,4.9,9.5
850,4307,116466,5.3,13.7
850,4308,140069,4.9,13.3
850,4310,116468,4.8,11.3
850,4316,116473,9.6,31.3
850,4318,116475,6.2,18.2
850,4511,138135,5,11.7
850,4604,116478,3.7,7
850,5201,136447,3.5,4.6
850,5202,116482,3.6,5.5
850,5203,116483,3.9,9.2
850,5204,137422,3,3.1
850,5205,141474,4.7,11.3
850,5206,116486,3.7,6.8
850,5208,116488,5.6,15.9
850,5209,116489,2.8,2.1
850,5210,116490,3.9,8.3
850,5401,136719,4.2,9
850,5402,136652,7.2,20.5
850,5403,136657,4.6,12.1
850,5405,116498,5.4,12.9
850,5406,137315,5.9,17.5
850,5407,136643,4.9,10.6
850,5408,137791,6.1,16.2
850,5410,116502,4.8,9.6
850,5411,137345,4.8,10.1
850,5412,116504,5.8,15
850,5414,116506,7,19.8
850,5416,137538,5.5,11.4
850,5418,136903,4.4,10
850,5950,116511,8.1,23.5
850,6905,136156,7.4,21.9
850,7000,131559,7,20.7
850,7001,133581,22.7,54.5
850,7004,141187,26,74.2
850,7009,116600,5.7,18.5
850,7014,116603,11.3,27.6
850,7015,116604,3.8,7.6
850,7016,116605,5.6,10.8
850,7018,116607,6.6,21.1
850,7020,116609,5.9,18.2
850,7023,116611,12.9,37.7
850,7026,116614,8,23
850,7032,116617,6.2,20.7
850,7033,116618,10.4,37.5
850,7041,135823,6.8,18.9
850,7043,137605,6.2,18.7
850,7051,116633,8.4,28.9
850,7053,116634,10.7,37.5
850,7067,116635,7.5,20.4
850,7068,116636,14.7,29
850,7070,116637,6.9,18.1
850,7072,116639,10.8,28.6
850,7073,116640,8.3,21.8
850,7075,116641,7.2,19.2
850,7076,116642,7.4,19.7
850,7078,140732,23.5,63.2
850,7079,131068,9.5,33.3
851,2000,140719,3.6,6.9
851,2001,139065,5.9,17.5
851,2003,139712,6.2,18.1
851,2004,139713,4.7,11.3
851,2005,144194,4.2,8.5
851,2006,140689,4.5,12
851,2007,141020,5.8,17.4
851,2008,141096,4.1,8
851,2009,141692,5,13.5
851,2010,144506,3.9,7.1
851,2011,147176,5.9,17.6
851,2637,116182,4.1,5.2
851,2644,143316,3.4,5.6
851,2645,116186,3.4,4.2
851,2648,116187,3.6,6.3
851,2653,145452,3.8,6.5
851,2654,146135,3.2,5
851,2658,145450,4,8.7
851,2659,145451,4.3,8.1
851,2665,116192,3.1,5.9
851,2666,144193,3.1,7.3
851,2670,142602,4.6,11.9
851,2673,116195,3.9,7.9
851,2674,144191,4.5,7.8
851,2677,143315,3.4,4.1
851,2679,144189,2.6,2.2
851,2680,116200,3.6,4.7
851,2689,116203,4.9,16.2
851,2690,141728,4.1,7.6
851,2694,144845,2.8,3.8
851,2697,145659,3.9,7.1
851,2698,116211,3.6,5.8
851,2699,116212,4.1,6.4
851,2700,144846,3.6,5.4
851,2705,116217,3.1,4.7
851,2707,141530,4.3,11.4
851,2709,144582,4.1,3.5
851,2714,116221,3.4,5.6
851,2715,144581,3.5,6.3
851,2716,116223,3.3,6.3
851,2719,116226,3.9,5.7
851,2720,141531,3.6,7.1
851,2765,116258,5.2,14
851,3212,116344,4.4,9.6
851,3214,116346,4.9,12
851,3420,116384,3,3.3
851,3422,116385,2.8,2.7
851,3423,116386,3.1,3.3
851,4002,139714,6.1,16.2
851,4003,140605,7.5,19.5
851,4004,141175,6,16.1
851,4005,141875,7.5,19.6
851,4006,143430,4.9,13.1
851,4301,144192,6.7,17.2
851,4302,145372,9.9,29.5
851,4303,116463,6.2,17.9
851,4320,140697,6.8,18.3
851,5207,116487,5.2,13
851,5413,116505,4.1,8.9
851,6905,135965,9.1,25.3
851,7000,139967,4.2,9.6
851,7001,143828,7.9,19
851,7471,140325,7.3,21.6
851,7472,135308,38.2,85.4
851,7750,116643,3.8,SUPP
852,2000,131839,5.6,17.1
852,2001,132025,5.2,12
852,2002,145222,4.9,11.7
852,2003,133704,5.7,16.9
852,2004,133943,3.4,6.7
852,2005,139632,3.5,4.7
852,2006,139947,6.9,21.6
852,2007,142076,4.1,7.8
852,2008,144751,6.3,21.9
852,2009,145068,5.8,17
852,2401,131272,5.5,14.5
852,2404,140263,4.4,11
852,2405,116088,4.4,10.2
852,2406,116089,3.6,6.6
852,2407,116090,3.1,5.7
852,2409,116092,4,6.6
852,2410,116093,4.1,7.4
852,2418,139027,4.6,13
852,2419,138625,4.9,11.4
852,2421,138626,4.7,12.1
852,2423,116102,4.1,10.1
852,2424,116103,4.4,10
852,2425,138910,3,5.1
852,2426,138903,2.5,3.3
852,2428,116106,4.5,10
852,2429,145456,4.2,9.1
852,2430,145457,3,1.6
852,2431,116109,4.5,9.4
852,2432,116110,3.1,6.3
852,2437,140516,4.5,9.1
852,2440,116116,3.9,7.7
852,2441,116117,3.7,7.5
852,2448,116123,3.4,4.4
852,2452,141494,4.5,10.6
852,2455,116127,4.7,10.9
852,2458,138898,3.9,8
852,2460,139619,4.3,9.9
852,2461,140478,5.9,15.3
852,2462,116133,3.4,6
852,2463,116134,5.5,14.5
852,2471,116138,3.2,5
852,2754,116251,5,12.6
852,2757,116253,4.9,11.7
852,2769,116261,4.1,7.6
852,2770,116262,4.7,12.3
852,2771,116263,8.1,23.6
852,3200,116339,4.2,7.4
852,3202,136641,4.3,8.4
852,3203,116342,4.4,10.9
852,3205,116343,6.5,18.9
852,3655,116395,3,4.3
852,3656,137293,3.4,5
852,3657,116397,3.3,5.1
852,3658,116398,4.5,7.6
852,3659,139747,5,11.4
852,4003,146284,5.6,14.9
852,4262,116450,6.4,16.8
852,4270,116453,6.5,18
852,4271,116454,10.5,34.3
852,4275,137037,4.8,10.7
852,4278,116458,5,12.1
852,4306,116465,9.4,27.6
852,4311,116469,6.3,14.3
852,5415,116507,4.1,7.7
852,5417,138476,5.2,13.4
852,6905,135628,7.4,19.8
852,6906,135629,6.2,19.8
852,7035,116620,6,17.7
852,7036,144205,7.4,19.4
852,7037,116622,11.6,35.4
852,7039,116624,22.6,58.2
852,7040,116625,8.9,24.4
852,7050,139265,16.3,54.3
855,2000,140696,2.9,SUPP
855,2001,119903,2.9,3.4
855,2002,138346,2.9,2.9
855,2003,132226,4,6.8
855,2004,139340,3.4,3.7
855,2005,138999,3,3.4
855,2006,143608,5.5,13.3
855,2007,119906,3.5,6.6
855,2008,139005,5.3,14.5
855,2009,140253,4.3,11.6
855,2010,139194,3.5,8.4
855,2011,139200,3.5,5.8
855,2012,140608,3.7,5.6
855,2013,140850,3.6,8.9
855,2014,140851,4.4,6.5
855,2016,141279,2.7,SUPP
855,2017,119910,5.3,15.7
855,2018,139342,3,3.2
855,2019,119912,3.6,6.4
855,2020,119913,4.7,13
855,2021,141222,4,9.3
855,2023,119914,3.3,5.3
855,2024,119915,3.6,4.7
855,2025,119916,3.2,2.7
855,2026,119917,3.5,3.7
855,2027,142410,3.8,8.9
855,2028,119918,2.8,3.3
855,2029,138528,3.3,5.3
855,2030,144749,6.3,13.3
855,2032,119921,3.6,5.4
855,2033,145084,4.3,8.1
855,2034,144108,4.2,10.7
855,2035,145083,3.9,6.4
855,2036,119923,5.3,19.2
855,2037,138807,3.3,5
855,2038,145488,4,8.4
855,2042,119925,4.3,10.2
855,2043,119926,3.2,5
855,2044,144911,4,8.2
855,2045,119928,3.2,5.1
855,2046,119929,2.7,2.4
855,2049,119930,3.2,2.4
855,2051,119931,4.2,7.2
855,2053,119932,3.5,5.2
855,2055,140315,3.3,2.8
855,2056,119934,5.2,10.9
855,2062,138908,4.6,11.3
855,2068,119936,3,4.9
855,2069,139441,4.3,9
855,2070,140251,2.2,SUPP
855,2072,140702,3.9,5.6
855,2073,141469,5.3,13.6
855,2076,141903,3.4,6.4
855,2078,119942,3.9,6.3
855,2079,143253,2.7,SUPP
855,2082,119944,2.8,2.7
855,2083,143611,3.7,7.2
855,2085,139284,3.1,4.4
855,2088,143249,3.4,4.7
855,2090,119949,3,4.1
855,2092,143250,3.2,4.4
855,2094,140754,2.5,0
855,2096,119952,3.6,6.2
855,2097,119953,2.9,SUPP
855,2104,119954,4.6,11.5
855,2110,138929,4.3,9
855,2115,119956,4.3,8.6
855,2116,119957,4.3,9.6
855,2120,119958,4.3,12
855,2123,119959,1.9,0
855,2137,119961,2.8,2.1
855,2138,139855,3.2,3.3
855,2141,140316,3.7,9.6
855,2142,119964,3.2,3.2
855,2146,138154,3.6,4.9
855,2149,143248,4.6,10.9
855,2157,138806,3.6,6.1
855,2158,137933,3.4,4.4
855,2161,138818,3.4,6.3
855,2162,139737,3.1,4.1
855,2164,139767,4.1,6.3
855,2165,119973,3.5,6.8
855,2166,144111,5.2,11.9
855,2167,143251,2.7,3.5
855,2168,138805,5.1,14.3
855,2169,139038,3.4,5.5
855,2170,119978,3,1.9
855,2173,138321,2.5,2.6
855,2176,138345,3.1,5.5
855,2177,119981,4.2,7.9
855,2178,119982,2.9,4.5
855,2179,138347,3.1,5.5
855,2180,119984,4.3,10
855,2181,144538,3,3.3
855,2183,119986,2.9,1.6
855,2185,139341,3.7,8.2
855,2187,139845,2.5,SUPP
855,2189,145619,3.7,5.5
855,2190,138173,3.6,5.8
855,2192,140476,4.3,9.4
855,2193,119993,3.9,7.7
855,2194,139034,3.9,8.3
855,2319,120049,4.4,12.6
855,2321,138804,3,4.4
855,2322,137932,4,7.8
855,2326,140101,3.9,6.5
855,2330,144837,3.3,6.6
855,2331,138906,2.6,2.4
855,2333,139739,3.4,3.2
855,2334,120061,6.8,19.8
855,2338,139859,3.8,8.5
855,2345,120070,2.7,3.6
855,2351,143795,3.3,5.1
855,2354,120079,3.7,4.4
855,2355,138348,4.8,12.4
855,2357,139751,3.3,5.3
855,2358,139344,3.7,7.6
855,2360,138891,4.4,11.4
855,2367,140725,3.4,5.2
855,2368,140746,4.2,8.1
855,2369,142261,3.6,6
855,2373,120096,3.8,6.5
855,2374,139366,4.5,13.3
855,2375,120098,2.9,4.1
855,2376,138809,2.9,3.7
855,2380,139620,3.2,3.3
855,2382,139287,3.6,6.9
855,2383,143609,3,1.5
855,2384,145620,3.4,5.8
855,3000,120109,2.7,SUPP
855,3006,138838,3.2,3.3
855,3008,140230,3.5,6.5
855,3009,138965,3.2,2.6
855,3010,120114,2.2,SUPP
855,3011,120115,2.3,3.6
855,3014,138905,2.9,3.6
855,3016,120119,5.6,18.3
855,3017,120120,3.2,5.5
855,3018,120121,2.9,2.7
855,3021,120122,2.8,2.9
855,3022,120123,5,14.1
855,3024,120124,3.4,4.5
855,3027,120125,3.1,4.9
855,3028,140317,5.3,12.3
855,3029,120127,3.7,7.8
855,3034,120129,3.7,6.8
855,3035,139744,2.9,SUPP
855,3037,120131,3.3,5.1
855,3039,120132,4,7.2
855,3041,141468,3.9,10.1
855,3042,120134,3.6,5.4
855,3043,120135,2.2,SUPP
855,3044,145974,3.3,4.9
855,3046,143252,2.9,SUPP
855,3047,120138,3.4,4
855,3048,138358,3.1,3.3
855,3052,144115,4.7,17.1
855,3053,120141,3,5.1
855,3054,120142,3.5,7.3
855,3056,139864,5.4,10.7
855,3058,141151,4.3,10
855,3059,138359,4,8.5
855,3060,139097,3.5,3.3
855,3066,120149,3.5,9.6
855,3067,140095,3.2,3.5
855,3068,120151,3.3,6.1
855,3069,138931,3.7,3.9
855,3070,120153,2.8,1.8
855,3072,140910,3,SUPP
855,3074,139874,2.9,2.2
855,3077,120156,3.3,4.9
855,3078,144110,4.6,5.7
855,3080,120158,3.3,2.9
855,3082,120159,2.7,4.4
855,3085,144117,3.3,SUPP
855,3087,120161,3.5,4.8
855,3089,144310,3.7,6.8
855,3090,120163,2.4,SUPP
855,3093,138926,1.9,0
855,3094,138930,3.5,6.3
855,3095,144109,4,7.3
855,3097,140912,3.5,6.7
855,3098,144114,8.3,24.1
855,3100,140913,3.8,6.3
855,3101,120171,4.2,11.6
855,3102,120172,2.4,3.1
855,3103,120173,2.1,SUPP
855,3104,120174,3.2,15.9
855,3106,120175,2.4,SUPP
855,3107,120176,3,3.9
855,3209,120188,3.1,7
855,3212,120190,3.5,5.7
855,3213,141630,3.5,7.3
855,3300,120192,2.8,2.4
855,3302,144116,3.3,3.1
855,3305,143610,5.4,9
855,3307,120195,4,9.5
855,3310,143254,3.8,6.8
855,3312,138902,3.4,8.9
855,3314,144113,5.1,15.3
855,3316,120199,3.1,SUPP
855,3319,144112,2.2,1.5
855,3320,120201,2.6,6.3
855,3321,120202,4.5,11
855,3325,139854,3.1,2.2
855,3329,144118,3.6,3.2
855,3330,145972,3.6,4.2
855,3331,145973,5.7,20.6
855,3332,145203,3.4,5.5
855,3333,140909,5.1,14.3
855,3334,139098,2.9,2.8
855,3335,146133,3.1,3.4
855,3336,142724,2.8,2.2
855,3338,146105,4.4,8.3
855,3339,138299,3.9,6.7
855,3340,138297,3.4,SUPP
855,3341,138294,2.5,SUPP
855,3342,146180,4.7,6.4
855,3343,138090,3.4,3.3
855,3345,120218,3.6,8.7
855,3347,138080,3,2.7
855,3348,138296,3.5,5.3
855,3432,139349,4.4,7.8
855,3433,138295,3.6,5.3
855,3434,140911,4.1,11.4
855,4000,137799,5.1,12.1
855,4001,138821,6.2,16.7
855,4003,137161,5,8.6
855,4004,137317,15.2,49.5
855,4007,138301,5.3,13.2
855,4008,141012,16.2,44.6
855,4011,138327,6.8,17.8
855,4012,138721,5.6,15.3
855,4013,141682,5.8,14
855,4014,137367,5.5,12.7
855,4015,137115,5,8.2
855,4016,138108,4.4,9.9
855,4017,137170,4.9,8.8
855,4018,139442,4.9,10.7
855,4021,141874,6.6,18
855,4022,138079,7.3,19.4
855,4023,143844,6.4,19.2
855,4026,140103,4.8,8.5
855,4028,138350,6.1,16.2
855,4029,140787,5.6,14.3
855,4031,138820,4.7,11
855,4032,137828,5.5,13.3
855,4035,138478,5.6,16.7
855,4036,138819,5.1,14
855,4041,138155,5.2,10.6
855,4043,137120,5,9.7
855,4044,137617,5.3,12.6
855,4045,139624,4.8,11.8
855,4048,137969,4.8,10.1
855,4049,137983,8.2,20.8
855,4051,138323,5,12
855,4052,138627,4.9,11.3
855,4053,137968,6.1,14.6
855,4054,138529,7.7,20.1
855,4055,137540,5.6,14.6
855,4056,120274,5.2,12.6
855,4057,138527,5.5,13.7
855,4268,137401,4.5,9.5
855,4503,138150,5.8,15.5
855,4505,137640,4.9,13.7
855,4506,138521,5.9,13.1
855,4508,138833,6.5,16.7
855,4601,138298,5.5,14.1
855,4602,138290,4.3,8.7
855,5400,138628,6.2,14.8
855,5402,137931,4.9,11.4
855,5403,137984,5.9,15.3
855,7002,120348,7.9,23.9
855,7005,138935,8.5,22.8
855,7006,120352,8.6,23.3
855,7008,137905,9.2,25.6
855,7215,134640,8.4,21.5
855,7216,138156,7.3,22.2
856,2000,132211,4.1,9
856,2001,136930,2.7,3.4
856,2002,138553,3.8,5.4
856,2003,141011,4.9,11.5
856,2004,141137,4.7,11.5
856,2005,141221,5,11.8
856,2006,142631,5,10.2
856,2007,142787,4.2,9.3
856,2008,143607,5,13.9
856,2071,130258,3,3.8
856,2210,119999,3.8,6.2
856,2213,120002,4.5,9.7
856,2214,120003,4.3,11.8
856,2222,120005,4.8,9.2
856,2228,120006,4,8.3
856,2229,120007,5.2,13.3
856,2231,120009,3.6,7.7
856,2237,139983,4.1,6.8
856,2238,120014,4.6,11.1
856,2239,120015,3.8,7
856,2240,120016,3.4,8.1
856,2241,120017,4.7,15.6
856,2250,120018,3.7,4.3
856,2262,145617,4.6,9.4
856,2263,145618,3.8,5.9
856,2264,120023,6.4,17.8
856,2265,143244,4.4,10.3
856,2267,120025,4.1,11.9
856,2268,120026,3.7,7.6
856,2282,120028,4,8.6
856,2283,120029,3.7,5.1
856,2287,120031,7.2,22.4
856,2297,120034,5,13
856,2299,120036,5.2,12.8
856,2303,120037,4.2,9.9
856,2304,120038,4.1,9.2
856,2305,120039,5.2,12.7
856,2306,120040,5.1,12.2
856,2317,120047,3.7,8.2
856,2320,120050,4,4.5
856,2323,143246,5.1,14.8
856,2324,144107,4.9,10.4
856,2327,142857,4.3,11.4
856,2328,142967,4.3,8.4
856,2337,120063,4.3,10.7
856,2339,120065,4.2,9.3
856,2340,142848,3.6,9
856,2343,120068,4.8,9.2
856,2344,120069,4.5,11.4
856,2346,120071,4.5,10.9
856,2347,120072,4.6,11.9
856,2348,120073,4.3,10.8
856,2352,120077,5.1,16.2
856,2356,120081,4.1,6.3
856,2359,120084,3.8,6.6
856,2361,120086,5.5,16.7
856,2363,120087,5,16.7
856,2364,120088,3.9,9.9
856,2365,120089,4.9,15.7
856,2366,145357,4.6,13.1
856,2370,120094,4.9,13.6
856,2371,120095,4.7,11.6
856,2377,120100,3.4,6.3
856,2378,120101,3.8,9
856,2379,131513,3.4,3.3
856,2381,120103,5.1,13.5
856,2385,120107,3.3,5
856,2386,120108,6.8,23.1
856,2387,130927,2.8,4.5
856,2388,134305,5.4,14.4
856,3201,120186,5.5,14.2
856,3208,120187,3.6,4.6
856,3420,146158,3.4,4.7
856,3422,138081,4.7,12.5
856,3423,146147,3.7,6.4
856,3424,138115,4.4,9
856,3425,146224,5.6,16.7
856,3426,138185,2.9,3.7
856,3431,120230,3.2,4.9
856,3432,145970,3.7,7.3
856,3434,143245,4.4,9.2
856,3435,131002,4,10
856,4000,138869,3.9,8.7
856,4001,143679,3.8,SUPP
856,4002,143857,6.2,19.5
856,4004,144479,6.7,18
856,4005,131945,5.6,14.5
856,4006,144629,7.9,24.8
856,4007,145558,5.7,14.6
856,4205,120277,5.3,14.4
856,4232,120279,6,14.3
856,4242,120281,6.1,14.9
856,4244,141916,4.1,9.5
856,4250,120286,4.4,10.2
856,4267,120292,5.9,15.4
856,4270,143247,5.9,16.1
856,4273,120297,6.1,14.9
856,4274,120298,6.4,15.7
856,4721,146196,3.8,7.7
856,4723,146232,4.6,10.6
856,4724,129645,3.2,5.8
856,7003,138094,18.9,52.3
856,7213,120361,7.7,25.3
856,7215,120362,13.3,31.8
856,7217,130353,5.5,13.8
856,7218,130371,8.1,25.1
856,7220,131187,21.8,57.9
856,7221,131099,8.2,23.2
857,2000,141234,2.8,3.4
857,2001,142401,3.6,5.7
857,2312,142544,2.6,SUPP
857,2313,138113,2.6,3.3
