LA,ESTAB,URN,PERCTOT,PPERSABS10
320,2067,103073,3.3,2.4
320,2069,103074,3.4,4.6
320,2072,103075,4,8.9
320,2074,103077,5.3,16.7
320,2075,103078,3.3,4.7
320,2076,103079,3.6,6.8
320,2078,103081,3.8,5.3
320,2079,103082,4.1,8.4
320,2081,139317,3.2,4.8
320,2082,130343,4.1,9.4
320,2083,131057,4.2,8.6
320,2084,142713,3.8,4.7
320,3001,103084,4.4,8.1
320,3300,103085,2.9,1.6
320,3301,103086,3.7,6.7
320,3304,144239,4.1,11.5
320,3305,103090,3.4,8.2
320,3307,144238,3.5,5.7
320,3308,138690,3.8,7.5
320,3310,143383,4,9.6
320,3311,135193,3.8,7.4
320,4000,103080,5.2,12.2
320,4001,138859,6.5,22.1
320,4002,140957,3.6,5.6
320,4060,103094,5.3,15.6
320,4061,139293,4.2,8.8
320,4062,145106,5.5,15
320,4063,103097,6.6,18.6
320,4064,143385,5.2,10.9
320,4066,103100,5.8,15.8
320,4069,103101,5,13.7
320,4072,103103,4.9,11.3
320,4075,103105,6.4,19
320,4076,145708,6.7,18.9
320,4603,103106,4.2,9.5
320,5200,103088,3.6,5.3
320,5400,137558,4.7,11.4
320,5401,138691,5.2,11.8
320,5950,140795,10.2,30.4
320,6905,132727,4.8,11.4
320,7002,138454,11.1,34.3
320,7003,140197,7.7,25
320,7011,131697,27,59.7
330,2003,142230,4.1,10.3
330,2004,134094,4.4,7.7
330,2005,134098,4.2,8
330,2008,103157,4.1,8.3
330,2010,103159,4.2,11.3
330,2011,134099,3.8,5.5
330,2014,103162,4.8,11.1
330,2015,134102,4.9,12.7
330,2016,103163,3.6,5.2
330,2017,103164,4.3,7.6
330,2018,103165,6,17.1
330,2019,134279,4.1,10.2
330,2020,139443,3.2,4.2
330,2021,134281,6,19
330,2024,103168,5.6,15.9
330,2025,103169,5.9,18.1
330,2026,136815,5.4,13.1
330,2030,103172,5.5,13.9
330,2032,137492,3.3,2.5
330,2036,138194,6.1,17.4
330,2037,138590,5.1,11.7
330,2038,138799,5.8,15.8
330,2039,143942,4.3,5.3
330,2040,103178,4.4,8.7
330,2047,138395,4.5,11.8
330,2048,138396,4.1,6.9
330,2052,103187,5.8,20
330,2053,103188,2.8,3.5
330,2054,103189,2.9,3.3
330,2055,103190,3.8,9.8
330,2056,138397,4.1,13.6
330,2057,138410,4.3,7
330,2058,138425,3.7,5.8
330,2059,138432,4.3,9.2
330,2060,143563,3.2,4.8
330,2061,138433,5.4,14.8
330,2062,103192,6.7,20.1
330,2063,103193,3.9,8.6
330,2064,139183,4.7,12.7
330,2065,138218,5.7,12.7
330,2067,103196,5,14.2
330,2068,138303,3.9,9.2
330,2070,138864,4.3,9
330,2071,138883,6.2,22.3
330,2072,138888,4.4,10.6
330,2073,138889,3.6,5.6
330,2075,138998,4.6,13.4
330,2078,139000,5.9,18.8
330,2079,103200,5.7,18.8
330,2080,139002,5.2,16.9
330,2081,103201,4.2,6.7
330,2082,143086,4.3,7.7
330,2085,138693,3.5,6.3
330,2086,143090,5.1,9.2
330,2087,103205,4.3,9.5
330,2091,103208,4.2,10.7
330,2092,103209,4.2,7.3
330,2093,103210,5,9.8
330,2096,139003,5.1,14.5
330,2097,103213,3.8,7.9
330,2098,139011,3.8,7.5
330,2099,103214,4.7,13.7
330,2100,139014,3.9,6.1
330,2102,139120,4,6.2
330,2103,139125,3.7,7
330,2104,139126,4.9,12.5
330,2105,139128,4.5,12.5
330,2107,139129,3.2,6.1
330,2108,103217,5.7,15.9
330,2109,139131,6.4,17.4
330,2110,139214,4.3,9.9
330,2111,142353,5.8,16.8
330,2115,103221,4.1,9.2
330,2117,139242,4.2,12.6
330,2118,103222,3.4,6.8
330,2119,103223,4.1,9.1
330,2120,139267,4.6,13.7
330,2121,139269,6.7,25.5
330,2122,139378,4.4,8
330,2126,139439,4.8,13.4
330,2127,103227,3.8,6.5
330,2128,103228,4.3,10.3
330,2129,103229,4.3,6.2
330,2132,146701,6.5,15.9
330,2133,103233,4.7,12.8
330,2136,139637,3.7,7.9
330,2138,139904,7.7,25.6
330,2140,140159,3.5,6.9
330,2141,140161,4.4,13.5
330,2142,103237,4.3,9.4
330,2144,140656,5.1,12.3
330,2145,141206,3.3,7.1
330,2146,141319,4.7,10.6
330,2149,103240,4.5,9.8
330,2150,103241,5.2,11.9
330,2152,141320,5.8,14.4
330,2153,103243,4.1,11
330,2154,141669,4,10.3
330,2155,103244,5.1,18
330,2156,143436,5.4,12.6
330,2157,103246,3.7,7
330,2158,141670,2.7,3.8
330,2159,103247,5,10.2
330,2160,103248,4.7,13
330,2161,103249,4,9.7
330,2162,141977,4,7.6
330,2165,142570,6.2,19.2
330,2167,142888,3.6,4.3
330,2168,143413,4.9,11.3
330,2169,103252,5.4,14
330,2170,143908,4.7,10.8
330,2171,144337,4.7,10.8
330,2174,103255,4.5,9.3
330,2175,144390,5.1,13.6
330,2176,103256,4.6,10.4
330,2178,103257,3.8,5.1
330,2179,103258,6.6,19.7
330,2180,142858,3.7,6.9
330,2181,144722,6.3,19.1
330,2183,103261,6.7,22.1
330,2184,103262,5.1,12.8
330,2185,103263,4.5,7.8
330,2186,146075,4.7,10.1
330,2187,146268,5.3,14.8
330,2188,143433,3.4,6.1
330,2189,103265,5.6,17.6
330,2190,103266,4.3,8.6
330,2191,103267,5.8,14.7
330,2192,103268,4.2,7.6
330,2194,146385,5.1,12.5
330,2195,138104,4.9,12.8
330,2196,146437,5.9,18.9
330,2198,146817,6.1,19.3
330,2199,147009,5.7,19
330,2225,103279,3.6,8
330,2226,143088,4.9,9.5
330,2227,103281,5.5,16.5
330,2231,103284,4.5,7.4
330,2236,103286,4.6,12.2
330,2238,103288,4.7,10.2
330,2239,103289,4.2,8.9
330,2241,103291,5.3,14.2
330,2245,103295,5.1,11.6
330,2246,103296,5.4,13.7
330,2249,139860,3.7,9.7
330,2251,103298,4.7,6.2
330,2254,103300,6.6,20.4
330,2263,142203,4.7,8.8
330,2273,143091,4.1,6.1
330,2276,103308,3.8,9.3
330,2278,103310,4.2,11.4
330,2283,145243,3.3,6
330,2284,103313,4,5.9
330,2288,103314,3.7,6.5
330,2289,103315,4.1,7.3
330,2293,103317,4.1,11.5
330,2294,103318,3.3,5.7
330,2295,139465,4.2,9.6
330,2296,103320,4.7,11.2
330,2299,140706,4.4,10.6
330,2300,103324,4.9,8.6
330,2306,103326,4.5,13.3
330,2308,103328,5,13.1
330,2309,142231,3.9,7.5
330,2310,139484,3.4,6.6
330,2312,103332,3.2,5.6
330,2313,103333,3.9,6.8
330,2314,103334,3.7,5.4
330,2315,142358,4.6,12.2
330,2317,103337,3.1,4.7
330,2321,103339,4.8,10.5
330,2401,103341,2.8,2.7
330,2402,103342,3,6.3
330,2406,103345,4.8,13.1
330,2412,103349,3.2,6.5
330,2416,103351,2.7,2.3
330,2420,103353,2.7,2.6
330,2425,103356,2.6,3.3
330,2429,103360,3.2,8.8
330,2434,141270,3.5,8
330,2435,103362,6.4,19.6
330,2436,103363,3.7,7.2
330,2438,103365,3.8,8.1
330,2441,103368,5.3,19.7
330,2443,142686,4.9,11.3
330,2445,103372,5.2,13.2
330,2447,143087,4.7,10.5
330,2448,142794,5.1,11.4
330,2449,140518,3.9,6.5
330,2450,138694,4.9,13.8
330,2451,141610,4,8.5
330,2452,139631,5.3,16.2
330,2453,140502,4.8,11.1
330,2454,103381,6.6,18.8
330,2455,140890,5.3,14.3
330,2456,103383,3.7,6.1
330,2457,103384,4.3,7.6
330,2458,139162,4.5,8
330,2460,140262,4.2,7.8
330,2462,103388,2.7,2.5
330,2463,139452,4.1,9
330,2464,103390,3,3.2
330,2465,103391,4.5,10.1
330,2466,103392,4.3,10.6
330,2469,103395,4.1,8.8
330,2471,143943,3.8,4.8
330,2474,131672,4.4,10
330,2475,143089,4,8.7
330,2477,132261,3,4.7
330,2478,132007,2.6,2
330,2479,132074,4.7,9.9
330,2480,142386,6.1,18.3
330,2481,137168,4.3,10.7
330,2482,132201,7.6,24.3
330,2485,133729,4.9,10.7
330,2486,133759,5.1,13.5
330,3002,103397,3.4,2.6
330,3003,103398,2.5,3.1
330,3004,143439,3.2,3.7
330,3010,103401,4.2,12.3
330,3015,139041,3.8,7.4
330,3016,103404,2.1,1.6
330,3019,103406,4.7,8.4
330,3025,103410,2.9,3.7
330,3302,103412,3.5,4.9
330,3303,140463,3.4,7.3
330,3306,139173,4.2,5.8
330,3307,103416,3.2,3.8
330,3310,103417,3.5,8.7
330,3311,139174,4.3,12.4
330,3314,142375,3.8,8.3
330,3316,103420,3.8,8.8
330,3317,103421,4.9,10.1
330,3318,103422,2.7,2.4
330,3319,103423,4.6,9.6
330,3320,103424,3.8,6.8
330,3321,103425,4.5,9.5
330,3322,103426,4.5,5.4
330,3323,103427,3.6,6
330,3325,103428,3.8,7.2
330,3327,103429,4.4,14.8
330,3328,103430,3.6,6.6
330,3329,103431,4.8,11.3
330,3330,141815,3.3,5.9
330,3331,103433,2.8,2.1
330,3335,103434,3.5,8.2
330,3337,103435,2.9,6.4
330,3339,103436,4.1,7.2
330,3342,103437,3.2,6
330,3344,103438,2.8,3.6
330,3346,103439,4,8.2
330,3347,103440,4,8.1
330,3349,103441,4.2,12.8
330,3351,103443,4.6,9.5
330,3352,103444,4.6,8.6
330,3353,103445,2.9,4.9
330,3354,103446,2.5,4.4
330,3355,103447,4.1,10.2
330,3357,103449,4.6,14.1
330,3358,141820,3.6,3.2
330,3359,103451,5.5,17.4
330,3360,103452,3.1,4.3
330,3361,103453,4.4,9.8
330,3362,146298,3.3,3.4
330,3363,103455,4.5,10.3
330,3365,103456,3.9,7.4
330,3366,141830,4.1,12.9
330,3367,103458,3.3,4.3
330,3371,103459,3.3,5.9
330,3372,103460,3.3,4.9
330,3374,141484,2.9,4.9
330,3375,103462,4.7,10.2
330,3377,103463,5.5,16.7
330,3380,103465,2.7,SUPP
330,3381,103466,2.5,SUPP
330,3382,103467,4.3,8.3
330,3383,103468,2.4,2.7
330,3385,103469,3.8,5.5
330,3386,103470,4.3,8.1
330,3401,140528,4,6.5
330,3402,140525,2.6,SUPP
330,3403,140529,2.6,1.6
330,3406,103476,3.8,8.5
330,3409,103477,3.5,12.7
330,3410,103478,3.1,3.8
330,3411,103479,6.6,21.1
330,3412,143437,6,18.5
330,3421,133996,4.8,11.3
330,3428,134476,3.3,5.4
330,3429,139520,2.8,3.2
330,3430,143869,5.1,11.9
330,3431,134774,4.2,8.6
330,3432,134840,4.4,9.2
330,3433,140889,4.2,9.5
330,3435,131920,2.9,3.8
330,3436,136440,5,15.2
330,4000,136944,5.3,11.8
330,4001,137578,5.3,14.6
330,4002,138200,6,18
330,4003,138222,7.7,27.4
330,4004,138586,4.4,7.4
330,4005,139047,5.2,11.4
330,4006,139048,6.9,20.3
330,4009,142219,6,17
330,4010,139788,7.8,27.4
330,4011,139797,5.9,17.3
330,4012,137346,4.8,11.4
330,4013,140014,3.8,7.9
330,4014,140863,5.8,16.2
330,4015,103483,5,10.6
330,4016,141003,8,25.8
330,4017,141318,7.7,22.1
330,4018,141668,6.4,16.8
330,4019,141752,4.3,8.4
330,4020,141943,6.3,21.7
330,4021,141969,1.8,1
330,4022,142388,7.9,22.2
330,4024,144306,8.3,28.7
330,4025,144464,5.8,16.8
330,4026,144719,8.4,24.1
330,4029,145120,4.8,14.4
330,4031,145580,3.1,5.2
330,4032,145878,2.7,2.7
330,4060,136592,4.3,8.3
330,4063,103486,5.9,13.8
330,4084,139888,6.3,18.4
330,4108,136589,6.1,16.7
330,4115,103493,5.2,12.4
330,4129,143438,4.9,13.9
330,4173,103497,4.2,8.3
330,4177,103498,4.7,11.9
330,4187,103499,5.5,14.5
330,4188,103500,6.8,19.1
330,4193,103501,4.3,8.9
330,4201,103503,4.8,11.2
330,4206,138137,5.7,15.5
330,4207,138937,6,16
330,4220,136882,5.2,15.2
330,4223,103509,5,11.8
330,4227,139841,3.4,5.1
330,4237,103514,5.4,13
330,4240,139746,5.3,13.6
330,4241,137034,5.3,12.6
330,4245,103519,6,17.8
330,4246,139994,5,10.5
330,4300,136778,3.7,6.6
330,4301,103522,7.1,19.4
330,4307,138136,4.5,8
330,4323,138059,5,12.6
330,4331,137053,5,11.8
330,4333,103529,6.4,19.9
330,4334,133306,5.1,13.8
330,4606,103531,3.5,7.1
330,4616,141835,6.4,17
330,4625,103534,5.7,17.1
330,4660,137988,4.3,8.9
330,4661,140524,4.9,12.9
330,4663,103537,6.5,18.2
330,4664,103538,5.1,13.7
330,4801,103539,4.3,8.2
330,4804,103541,5.4,14.7
330,5201,137155,3.2,2.7
330,5202,103543,2.9,3.3
330,5203,103544,3.3,2.7
330,5205,143434,3.1,3.8
330,5402,143562,3.9,6.9
330,5403,143435,8.7,25.4
330,5404,137047,4.3,7.5
330,5405,137046,4,5.6
330,5406,137044,3.6,6.3
330,5407,137045,3.7,5.5
330,5408,137043,5.2,11.7
330,5409,137858,6.2,13.2
330,5410,136908,4.9,11.1
330,5411,136406,5.8,14.3
330,5412,138695,6.4,15.8
330,5413,103560,4.9,11.2
330,5414,136590,4.1,8.2
330,5415,103562,5.8,16.5
330,5416,103563,7.8,23.7
330,5949,131465,4.3,9.1
330,6905,135907,4.1,8.8
330,6906,136152,6,13
330,6907,135911,10.2,27.8
330,6908,135970,4.2,7.9
330,6909,136032,7.6,23.8
330,6910,136213,5.4,12.1
330,7000,144336,11.7,31.6
330,7006,103600,6.6,25
330,7009,103601,12,40.9
330,7012,103603,8.3,26.9
330,7013,141252,8.8,26.9
330,7014,103605,4.9,9.1
330,7016,103606,10.4,18.2
330,7026,103609,30.3,69
330,7030,103611,10.1,35.3
330,7031,138281,12.6,43.3
330,7033,103613,8.3,26.1
330,7034,103614,9.3,33.9
330,7035,103615,5,13.7
330,7036,103616,8.9,28.4
330,7037,103617,12.4,29.2
330,7038,144042,13.6,34.7
330,7040,103619,12,32.3
330,7045,103622,5.3,12.3
330,7047,103623,11.4,29.1
330,7049,144043,10.9,35
330,7050,103625,7.2,23.4
330,7051,103626,5.7,16.2
330,7052,103627,13,33.8
330,7053,103628,11.7,33.3
330,7060,103630,7.1,22.3
330,7062,103632,27.6,57.6
330,7063,139526,26.5,68.6
331,2000,103638,5.4,15.3
331,2001,137283,3.3,3.9
331,2004,139383,4.4,12.1
331,2005,139384,5.6,16.6
331,2007,139680,5.8,18.2
331,2008,103639,3.5,4.5
331,2009,144064,4.5,11.2
331,2010,139681,5.1,15.6
331,2013,103641,3.8,6.6
331,2014,140389,3.3,7.4
331,2015,103642,5.2,14.8
331,2016,141938,3.9,6.3
331,2017,142039,4.4,11.1
331,2018,143535,4,6.4
331,2021,103643,4.6,12
331,2034,143780,4.8,11
331,2037,103647,4.3,13.6
331,2054,103652,4,7.4
331,2056,143177,3.7,10.1
331,2068,103655,4.3,10.7
331,2076,103656,3.1,6.1
331,2078,103658,4,8.2
331,2079,103659,6.1,19.8
331,2084,103662,4.1,7.9
331,2091,103663,4.7,12.7
331,2092,103664,2.8,3
331,2095,103665,2.8,3
331,2101,103666,3.1,5.8
331,2107,103667,4.1,9.5
331,2110,142245,3.4,4.9
331,2117,103670,3.7,9.1
331,2118,103671,4.5,12.8
331,2121,103673,5.2,12.4
331,2122,103674,3.5,7.5
331,2124,142700,3.6,4.9
331,2125,103676,4.9,12.2
331,2129,103679,4.7,12.4
331,2130,103680,3.8,8.2
331,2131,103681,4.8,13.3
331,2132,103682,4.6,11.1
331,2135,103685,4.5,13.3
331,2136,103686,3,2.8
331,2138,143779,4.6,12.6
331,2140,103690,4.5,9.6
331,2141,103691,3.4,5.2
331,2142,103692,4.3,10.8
331,2143,146393,4,7.4
331,2145,103695,4,7.9
331,2146,103696,4.3,9.9
331,2147,103697,4.1,6.8
331,2149,103672,2.4,1.6
331,2150,103648,5,15
331,2151,103698,3.9,8
331,2152,103684,4.6,10.9
331,2153,131442,3.1,5.3
331,2154,131239,3.5,5.8
331,2155,131241,4.8,15.2
331,2156,133476,4.5,10.5
331,2157,133475,5.6,18.1
331,2158,133474,6,17.8
331,3006,142244,3.9,8.2
331,3008,103702,3.4,6.3
331,3009,103703,3.3,6.1
331,3010,133556,3.1,4.3
331,3301,141298,2.3,2.7
331,3302,145214,3.9,8.5
331,3404,142205,3.3,4.3
331,3405,103710,2.9,4.8
331,3406,103711,3.7,6.4
331,3408,103712,4.2,11
331,3409,142212,3.6,7.7
331,3411,142215,3.4,6.6
331,3412,103715,3.4,5.6
331,3414,142197,3.9,6.1
331,3415,142217,3.5,7.4
331,3418,103719,3.9,8.4
331,3422,103720,5,11.3
331,3423,142211,3.1,7.3
331,3432,103723,4.3,11.4
331,3433,103724,3.2,3.3
331,3434,142195,3.1,5.4
331,3435,103726,3.8,5
331,3436,134019,5.9,17.6
331,3437,134426,5.2,11.8
331,3438,134745,3.8,8.7
331,4000,142339,6,17.1
331,4001,140366,6.2,16.8
331,4002,140958,3.4,5.1
331,4003,140961,6.6,20.9
331,4004,141104,4.9,12.8
331,4006,141939,5,15.4
331,4007,141992,6.7,20.7
331,4008,145179,6.2,16.1
331,4010,146436,6.8,20.7
331,4026,138023,5.8,12.9
331,4028,139292,4.7,11
331,4030,142960,5.7,11.8
331,4033,137209,5,11.6
331,4034,140248,5.8,15.1
331,4037,136963,4.4,9.2
331,4043,137225,7.3,23.2
331,4044,136840,7,22.1
331,4701,103742,4.1,8.9
331,4707,103743,5.5,14
331,4800,137272,3.9,7.4
331,6905,135335,5.9,15.9
331,6906,136126,4.6,8.7
331,7000,139911,7.4,23.8
331,7002,141376,8,20.3
331,7009,103760,9.4,28.9
331,7017,103763,8.9,26.9
331,7019,103765,8.4,21.6
331,7021,131574,22.4,57.5
331,7022,134533,17.1,42.1
331,7024,135569,9.8,29.9
332,2000,103771,4.9,10.2
332,2001,139437,3.5,5.6
332,2002,141979,6.3,17.8
332,2003,142047,4.8,14.2
332,2004,144081,5.4,13.5
332,2005,144078,5.2,10.7
332,2006,143537,5.2,13.4
332,2007,143821,5.4,14.8
332,2009,145305,5.5,16.3
332,2010,144080,5.3,12.7
332,2012,103775,3.9,7
332,2023,103776,4.5,12.2
332,2024,103777,5.1,14.5
332,2029,103778,3.3,4
332,2035,103779,3.6,6.1
332,2036,103780,3.2,4
332,2043,103781,3.5,6.9
332,2048,103783,6.9,21.4
332,2052,103784,5.7,14.4
332,2063,103786,3.6,7.4
332,2067,103787,6.4,12.1
332,2068,103788,4.6,8.5
332,2072,103790,3.8,4.4
332,2075,103791,4.6,10.1
332,2077,103792,3.1,2.8
332,2102,142964,4.9,11
332,2104,143195,4.3,9
332,2106,144301,4.3,8.2
332,2107,143782,2.9,3.6
332,2109,103799,2.9,3.3
332,2111,103800,5.6,17.2
332,2112,103801,5.9,17.1
332,2116,103802,4.1,9.1
332,2118,103803,5.1,14.2
332,2120,143783,3.4,3.1
332,2122,103805,3,3.4
332,2123,103806,4.1,8.1
332,2124,103807,3.5,6.6
332,2125,103808,3.1,4.3
332,2126,103809,3.8,6.1
332,2130,103810,3.6,4.7
332,2136,103813,5.2,13.1
332,2137,103814,3,3.3
332,2138,103815,4.3,10.4
332,2139,142355,3.4,5
332,2141,103818,4.8,9.1
332,2142,103819,4.6,9.3
332,2143,103820,6.2,16.4
332,2144,103821,5.7,16.6
332,2145,103822,4.2,7.9
332,2146,103823,4.5,11
332,2147,144079,5.3,13.4
332,2149,103826,5,13.1
332,2150,103827,2.9,2.4
332,2151,103828,3.3,4.6
332,2152,103829,4.5,10.8
332,2153,103830,4.7,9.7
332,2155,103832,3.2,2.5
332,2156,143196,4.2,9.7
332,2160,103834,3.4,5.2
332,3007,103835,3.2,6.9
332,3008,103836,5.5,13.8
332,3009,103837,4.4,6.3
332,3010,103838,3.7,6.6
332,3050,103839,3.4,3.9
332,3052,103840,3.5,7.4
332,3053,144418,5.7,16.3
332,3302,140147,2.9,3.2
332,3303,141489,5.7,13.4
332,3304,140144,4,8.2
332,3306,103845,4.6,12.4
332,3350,103846,3.3,8.1
332,3352,103847,5.7,17.7
332,3354,103848,3.1,3.6
332,3355,141477,3.1,2.8
332,3357,103850,3.7,4.3
332,3358,103851,3.2,3.1
332,4000,141325,4.8,11.9
332,4001,143818,7.7,23.9
332,4003,144952,6.1,18.1
332,4020,103854,4.9,12.5
332,4023,103855,5.2,14.1
332,4030,103858,5.1,14.7
332,4105,145593,6.8,17.9
332,4106,137812,5.9,16.6
332,4110,143582,5.9,17.4
332,4119,139872,4.6,10.3
332,4121,141712,5.9,13.2
332,4612,144657,7.4,25.8
332,4800,140126,4.3,9.9
332,5200,103869,3.4,3.8
332,5400,103870,6.3,11.3
332,5401,141570,6.2,20.3
332,5402,137773,5.2,12.4
332,5403,137705,7.6,25.4
332,5404,136618,4.9,12.4
332,5405,137390,7.4,21.9
332,7001,103877,10.8,29.4
332,7002,103878,4.3,8
332,7003,103879,6.2,16.5
332,7004,103880,10.5,31.5
332,7005,103881,6.3,13.2
332,7008,103882,14.4,45.9
332,7009,103883,11.7,42.4
333,2004,139565,3.4,8.3
333,2006,140856,4.2,9.2
333,2007,144630,4.6,12.1
333,2009,146358,6.8,22.4
333,2015,103895,4.5,12.9
333,2016,103896,3.7,5.7
333,2041,103905,4,7
333,2042,103906,4.7,9.2
333,2045,137972,4.2,8.9
333,2046,103908,4.4,11.5
333,2047,103909,3.6,5.6
333,2048,103910,3.8,7.4
333,2051,103913,4.3,8.2
333,2054,103914,3.9,9.8
333,2056,103915,4.5,11.7
333,2057,140136,4.9,14.4
333,2060,103919,4.6,9.1
333,2061,140140,3.2,5.7
333,2062,140792,4.9,12.1
333,2070,103922,2.7,2.2
333,2072,103923,3.9,11.2
333,2074,103924,4.1,8.9
333,2075,103925,4.9,12.3
333,2076,140793,3.8,7.2
333,2082,103928,4.1,8.2
333,2101,103929,3.3,5.6
333,2102,103930,4.3,9
333,2104,103932,4.3,11.6
333,2105,103933,4.1,7.1
333,2108,103934,3.7,9.4
333,2112,103936,4.6,11.5
333,2113,103937,4.1,9.1
333,2118,139742,2.9,2.2
333,2122,138033,4.7,10.8
333,2123,103941,3.5,7.6
333,2124,141292,3.7,7.2
333,2125,141293,4.5,7.7
333,2127,103945,5.1,12
333,2128,103946,3.8,7.1
333,2133,103947,2.5,3.7
333,2134,103948,3.5,4.7
333,2135,103949,4.4,10
333,2136,103950,3.5,6.8
333,2138,103952,5.4,16.4
333,2140,103953,4,6
333,2141,103954,4.1,8.1
333,2146,103955,4.5,11.7
333,2148,103957,5.3,14
333,2151,103960,4.1,8.3
333,2154,103963,3.8,7.3
333,2158,139768,4.7,9.3
333,2161,139875,2.9,3.9
333,2162,103968,4.8,12.1
333,2163,103969,4.8,9.8
333,2164,103970,4.3,8.8
333,2166,103972,3.8,5.7
333,2169,103974,5.1,13.2
333,2171,103976,3.6,5.8
333,2172,103977,4.8,10.3
333,2173,103978,3.2,6.5
333,2174,103979,3.9,10
333,2175,103980,4.7,10.8
333,2176,103981,4.1,8.3
333,2177,103982,4.2,11.6
333,2178,103983,3.8,7.6
333,2179,103984,5,15.3
333,2180,131184,4.4,8.7
333,2181,131178,5.2,12.2
333,2182,131223,3.8,8.4
333,2183,131212,3.9,7.3
333,2186,131591,3.6,7.5
333,2188,131943,4.7,12
333,2189,132140,5,13
333,3002,103986,3.9,8.5
333,3003,103987,3.8,8.5
333,3004,140921,3.2,6
333,3005,103989,3.4,6.3
333,3006,131673,5.4,16.7
333,3007,133261,3.3,6.5
333,3301,103990,2.6,3
333,3303,103991,2.8,2.7
333,3305,103993,3.4,4.8
333,3307,103995,3.3,4.9
333,3308,103996,3.5,7.3
333,3400,103997,4.3,10.6
333,3401,141922,3.2,6
333,3402,141926,3.7,4
333,3403,104000,3.3,5
333,3404,141929,3.2,5.8
333,3405,141924,3.7,6.1
333,3406,135029,5.3,16.8
333,3407,143322,4.3,13.8
333,3408,135215,4.9,10.8
333,3409,135288,2.7,4.1
333,4000,137673,4.5,9.9
333,4002,139918,6.2,18.6
333,4003,141698,1.8,2.3
333,4005,141813,9.1,28.1
333,4006,146383,5.7,17
333,4024,136616,4.7,11.7
333,4028,136091,3.9,6.8
333,4110,137701,5.9,17
333,4111,104012,4.1,8.8
333,4129,139043,4,8.7
333,4138,104018,5.5,14.1
333,4500,104019,4.6,12
333,4600,104020,5.3,12.9
333,6905,134993,3.8,7.4
333,6906,135170,4.9,11.5
333,6907,135234,4.5,10.1
333,6908,135449,3.9,7.8
333,6909,135599,5.9,16.4
333,6910,135979,3,7
333,7001,104024,15.6,41
333,7017,132231,10.1,25.8
333,7018,132232,11.5,27.9
333,7019,132233,6.5,17.1
334,2000,104039,4.1,7.5
334,2001,104040,3.6,4.2
334,2002,139007,3.4,4.4
334,2003,143051,4.3,14.4
334,2004,104041,5,7.8
334,2005,104042,3.3,3.1
334,2008,104045,2.8,1.7
334,2011,104046,4.2,9.6
334,2013,104048,4,10.6
334,2017,104049,3.2,4.9
334,2019,104050,3.1,4.8
334,2020,142979,3.4,4.9
334,2024,104052,4.4,8.9
334,2026,104053,3,5.6
334,2028,104054,3.7,5.2
334,2030,104056,2.6,SUPP
334,2031,104057,4.1,7.1
334,2033,104058,4.7,12.8
334,2050,138536,3.4,6
334,2051,104060,3,3.6
334,2057,138462,2.5,SUPP
334,2058,104065,4.3,9.9
334,2059,104066,4.9,10.5
334,2060,104067,5.1,12.7
334,2065,104070,4.3,10.3
334,2066,104071,5.2,14.5
334,2081,140733,4.3,9.2
334,2082,104074,4.6,5.8
334,2085,104075,3.6,6.1
334,2087,104076,4.8,10.9
334,2088,104077,5.6,16
334,2089,104078,4.2,9.5
334,2090,104079,3.8,5.4
334,2091,104080,4.3,9.1
334,2094,140923,4,6.2
334,2096,104084,3.5,4.4
334,2098,133720,3.8,5.7
334,3010,104087,4,9
334,3011,140462,3,3.9
334,3012,139457,2.6,2.8
334,3300,146107,3.5,6
334,3302,104090,3.2,4.6
334,3305,104092,3.1,4.2
334,3310,104093,2.9,3
334,3311,104094,2.7,2.9
334,3312,104095,5.5,15.1
334,3313,136320,2.8,SUPP
334,3314,104097,4,8.4
334,3500,104098,3.1,4.1
334,3501,104099,4.1,10.4
334,3502,104100,3.4,3.3
334,3503,104101,3.1,3.1
334,3504,104102,4.4,8.3
334,3510,104103,4.4,4.5
334,3511,104104,4.3,7.6
334,3512,104105,4.9,11.9
334,3516,104107,4.7,11
334,3517,135139,5.4,12.5
334,4000,142075,5.3,14.3
334,4001,142900,4.4,9.4
334,4003,146379,6.3,16.3
334,4012,137007,5.5,12.5
334,4014,136310,3.9,5.7
334,4015,136994,6.6,14.9
334,4017,136333,3.7,6.9
334,4018,137231,5.4,11.9
334,4019,137008,5.8,14.5
334,4030,136909,6.3,14.2
334,4037,143895,7.8,23.8
334,4650,104119,4.7,9.4
334,4661,136347,5.9,15.5
334,5200,104121,4.6,11.6
334,6905,129342,5.1,10.8
334,6906,135971,5.2,12.9
334,7001,104130,6.2,13.4
334,7002,104131,8.4,24.1
334,7003,141171,10,32.3
334,7005,104132,7.4,17.1
334,7007,104133,7,16.5
335,2000,104142,3.9,4.8
335,2001,104143,6.7,20.4
335,2002,104144,4.1,7.5
335,2003,104145,5,16.7
335,2004,104146,5.7,18.5
335,2005,138420,4.3,11.3
335,2006,104147,4.9,14.2
335,2007,138591,5.2,15.7
335,2010,138452,4,10.2
335,2012,104150,4.3,10.7
335,2015,139435,4.7,11.2
335,2016,104153,4,6.5
335,2017,140196,5.9,17.9
335,2019,141410,6.5,17.8
335,2024,104157,4.9,12
335,2025,142765,4.1,7.4
335,2028,104160,3.1,4.3
335,2029,143417,4.5,9
335,2030,104161,4,6.9
335,2031,104162,5.6,16.5
