LA code,Ofsted Avg,lonely_avg,KS2 metrics PCA,1,2,3,4,GDHI income index,LA name,LA flow rate
E06000035,2.9285714285714284,0.7063060958960985,-7661.600096777788,-556.1793388739517,33.946801772032586,90.30892876260042,88.60094749218462,91.9,Medway,0.00898002996945421
E06000036,3.054054054054054,0.24569215118618137,-21525.561030941422,-586.1400255161066,1.69912460635817,-176.23716060548202,-37.30786583006761,,Bracknell Forest,0.010716332854282794
E06000037,3.0602409638554215,0.09858687732452211,-18923.948441648132,-1018.3627799137348,180.74548443151613,-61.738913326807676,141.93093571445223,,West Berkshire,0.010557003401210302
E06000038,2.96,-0.21198695462837996,-18413.241580037007,-112.75596687571266,320.35614309727345,-134.5401813947562,-18.23932391505467,,Reading,0.009566150544228116
E06000039,3.1136363636363638,-1.332288546391278,-14615.974261509722,690.7948193021581,776.8757028315537,-395.0324328445133,70.29293618321844,,Slough,0.013349645084964508
E06000040,3.2,0.5106851086881103,-22425.71518306271,-1051.4834481525327,493.03779621204114,-81.00541946699671,-1.642523640706465,,Windsor and Maidenhead,0.012275209804182763
E06000041,3.0508474576271185,-0.4543751196058576,-17975.00113101766,-993.7081557641808,494.557683449132,-339.84272537992433,-75.84767010409237,120.4,Wokingham,0.010516426233482846
E06000042,3.019230769230769,-0.0682637176832794,-5012.56612989547,-99.85611506902809,444.2236292241031,-203.79017789488225,49.3234586283701,103.5,Milton Keynes,0.009060970914432885
E06000043,2.986666666666667,1.5010114324680195,-13562.92455902873,-817.1377715838487,227.20838367587996,161.7797692546616,-16.468550864772833,107.0,Brighton and Hove,0.005476219395811282
E06000044,3.0,0.34283936271304327,-18441.902496110746,-949.5881441902892,545.3419407398744,468.9852841663002,-57.541580779150465,79.0,Portsmouth,0.0065900390279343135
E06000045,2.915492957746479,0.3661358907548005,-12843.971188414174,-238.9434682359642,552.60162562267,322.4572544639715,5.990278794566521,81.1,Southampton,0.006035053237649539
E06000046,2.769230769230769,0.8432062623202136,-21791.953655993526,-432.80396776504375,-326.15049033596557,29.023866456603308,7.537091084300402,88.5,Isle of Wight,0.0047664983260511835
E06000047,3.011904761904762,-0.012431705874056207,11405.754127922148,-550.6485260431779,-1154.1158029076407,903.7720900964216,-80.15473158379999,78.0,County Durham,0.004942119153194236
E06000049,2.9652777777777777,-0.0721017419002089,426.0442191030133,-759.7849866095777,-508.28027514087836,-475.8943514075237,-43.09784070795322,118.8,Cheshire East,0.005683047993115936
E06000050,3.0392156862745097,0.04441733898992606,-1866.6810942257684,-793.4801946624813,-548.2358850258543,-164.7471196545498,-95.23209537078004,104.6,Cheshire West and Chester,0.005867106921588468
E06000051,2.960526315789474,0.02181997913172087,-9159.88425904462,-842.7482753039776,-361.63387933598,-152.3128701233847,-132.37469863112878,97.4,Shropshire,0.006652827609234579
E06000052,2.8821138211382116,0.18895697709677495,11738.054635003167,-1036.1905173630644,-897.1033186305199,130.0758279124633,75.85298856978547,,Cornwall,0.005044989836981984
E06000053,1.0,-1.6378666048999988,,,,,,88.7,Isles of Scilly,0.011509517485613104
E06000054,2.8722466960352424,1.3751578372419746,7377.262955345403,-1186.6627235960339,-391.8872606899465,-353.5926465055412,153.8387251681851,108.1,Wiltshire,0.008432736678070247
E06000055,2.842857142857143,-0.2942025657878126,-13908.844126197677,399.00131928050234,-245.37660169309098,-357.8246887516192,-37.883925872816086,104.6,Bedford,0.007886435331230283
E06000056,2.9833333333333334,0.2630585264920966,-12158.19095542934,-2266.3138235594374,991.2650026182056,246.22484631493768,-32.357653800967334,106.0,Central Bedfordshire,0.009806092204406671
E06000057,,-0.6852963158811084,,,,,,94.9,Northumberland,0.004930570792715419
E06000058,3.066666666666667,,-7386.807079138288,-1353.2148913675096,700.9640745465056,156.2267142118825,-44.95914122206264,100.7,"Bournemouth, Christchurch and Poole",inf
E06000059,2.8125,,-7803.031714404406,-2123.7151311478137,569.1059689622434,254.2788854620527,154.68495665797153,106.1,Dorset,inf
E07000004,,0.4740033307329166,,,,,,,Aylesbury Vale,0.009682685440261197
E07000005,,0.8771468990659197,,,,,,,Chiltern,0.011923863457605788
E07000006,,0.005941288527048658,,,,,,,South Bucks,0.013555921759690477
E07000007,,-0.5530505075333375,,,,,,,Wycombe,0.010139736092196065
E07000008,,2.5164404829689087,,,,,,,Cambridge,0.00951016258535531
E07000009,,0.4184305045073195,,,,,,,East Cambridgeshire,0.00782146796011614
E07000010,,-0.04886067325855326,,,,,,,Fenland,0.01010161149480035
E07000011,,0.5191356632134068,,,,,,,Huntingdonshire,0.0073681058204645745
E07000012,,0.712881781953375,,,,,,108.8,South Cambridgeshire,0.00994862959063208
E07000026,,0.16246166698322653,,,,,,,Allerdale,0.005801693189182517
E07000027,,0.4955505455531891,,,,,,,Barrow-in-Furness,0.00451571558443494
E07000028,,0.1890746344387688,,,,,,,Carlisle,0.004959639433289617
E07000029,,-0.7053632161440714,,,,,,87.7,Copeland,0.004120019217050765
E07000030,,0.1752402496636389,,,,,,,Eden,0.005665131965365012
E07000031,,0.2504827418037161,,,,,,100.5,South Lakeland,0.006489585030818339
E07000032,,-0.7747695235758362,,,,,,,Amber Valley,0.007378989340577293
E07000033,,-0.216892907886161,,,,,,,Bolsover,0.010923158613365699
E07000034,,0.06276112838886963,,,,,,,Chesterfield,0.00687518526664053
E07000035,,-0.36120023490489117,,,,,,,Derbyshire Dales,0.007306991050675723
E07000036,,-0.28900566533342215,,,,,,,Erewash,0.008116967584161507
E07000037,,-0.6419343000100385,,,,,,,High Peak,0.0057243409404429575
E07000038,,-0.11674041911304953,,,,,,81.3,North East Derbyshire,0.008821194681484422
E07000039,,-1.3568728506191932,,,,,,94.2,South Derbyshire,0.012052546759779265
E07000040,,0.23934968168938248,,,,,,,East Devon,0.008596633043967244
E07000041,,1.3701453495537412,,,,,,,Exeter,0.008284464302336404
E07000042,,-0.5062086465635193,,,,,,,Mid Devon,0.010505686962777372
E07000043,,-0.6831404553038679,,,,,,,North Devon,0.009482397317686504
E07000044,,-0.30064836788576227,,,,,,,South Hams,0.011049917975158191
E07000045,,-0.05021129733635211,,,,,,,Teignbridge,0.008163606899122773
E07000046,,-1.0045280162562669,,,,,,,Torridge,0.010395010395010396
E07000047,,-0.16561916303630442,,,,,,98.0,West Devon,0.010717706808364511
E07000061,,1.108619416653354,,,,,,,Eastbourne,0.008852214506397033
E07000062,,2.7466108424779554,,,,,,,Hastings,0.008694902653723078
E07000063,,1.0080515066473066,,,,,,,Lewes,0.00841018218801647
E07000064,,1.9054777905820734,,,,,,,Rother,0.00985294272450709
E07000065,,1.6548327849139413,,,,,,105.9,Wealden,0.008890091291737186
E07000066,,-0.21815451907212557,,,,,,,Basildon,0.009166354978073384
E07000067,,0.39759802014479995,,,,,,,Braintree,0.008043408031540708
E07000068,,0.4397621413965223,,,,,,,Brentwood,0.007717923604309501
E07000069,,0.9112515596353311,,,,,,,Castle Point,0.00959761284432271
E07000070,,0.8509933042293018,,,,,,,Chelmsford,0.007724440105792479
E07000071,,0.7631772862982268,,,,,,,Colchester,0.009579269639869962
E07000072,,1.1005701290189605,,,,,,,Epping Forest,0.010798309030756036
E07000073,,0.4986729979316475,,,,,,,Harlow,0.00995463563481106
E07000074,,1.1478609102805342,,,,,,121.2,Maldon,0.007659241891363814
E07000075,,1.471320571924701,,,,,,102.5,Rochford,0.008583790555510446
E07000076,,0.3891688206910795,,,,,,96.1,Tendring,0.008631353443212052
E07000077,,0.29566261345514117,,,,,,125.8,Uttlesford,0.012077459969891884
E07000078,,1.7996748278518142,,,,,,,Cheltenham,0.008716959224096715
E07000079,,2.0884141468120987,,,,,,,Cotswold,0.011461678227382326
E07000080,,0.8714352071273291,,,,,,,Forest of Dean,0.007666624009679259
E07000081,,1.9509680253174118,,,,,,,Gloucester,0.009327332026680507
E07000082,,3.0093722885461456,,,,,,,Stroud,0.008312875645475323
E07000083,,1.3025908594306832,,,,,,105.4,Tewkesbury,0.012542620555284949
E07000084,,1.437213047694459,,,,,,,Basingstoke and Deane,0.007853447931697247
E07000085,,0.6496927139127231,,,,,,,East Hampshire,0.010143058161350844
E07000086,,0.25263095623986115,,,,,,,Eastleigh,0.008728103112691381
E07000087,,0.9738360686916941,,,,,,,Fareham,0.008483982825527668
E07000088,,0.797653694270392,,,,,,,Gosport,0.008361692921212971
E07000089,,1.44732489172184,,,,,,,Hart,0.010852144765097157
E07000090,,0.18074443575248333,,,,,,99.6,Havant,0.009171230959900852
E07000091,,-0.09310529410307329,,,,,,,New Forest,0.006971434935130018
E07000092,,1.5836368382369406,,,,,,119.8,Rushmoor,0.013943245979314735
E07000093,,0.7313572497702183,,,,,,,Test Valley,0.010358430746145841
E07000094,,1.314418721890156,,,,,,124.2,Winchester,0.011390146836832716
E07000095,,1.08687439408166,,,,,,,Broxbourne,0.011946838635001343
E07000096,,-0.23938489563078622,,,,,,,Dacorum,0.008205275378955882
E07000098,,0.24510453513558966,,,,,,,Hertsmere,0.012409762474646981
E07000099,,1.128927920080015,,,,,,,North Hertfordshire,0.008528288866720172
E07000102,,0.21858637196537667,,,,,,,Three Rivers,0.012219211796073014
E07000103,,0.7914476827507858,,,,,,,Watford,0.01278510473235066
E07000105,,-0.4292638454135704,,,,,,,Ashford,0.008515843703686278
E07000106,,3.0028970786382376,,,,,,,Canterbury,0.00667885435709933
E07000107,,1.5286623489375963,,,,,,,Dartford,0.015867405781465085
E07000108,,-0.8504333015693382,,,,,,,Dover,0.007538664801430015
E07000109,,0.19066868569795517,,,,,,,Gravesham,0.011034573741295314
E07000110,,1.123781884308892,,,,,,105.4,Maidstone,0.00961068383711918
E07000111,,2.1685126334133904,,,,,,,Sevenoaks,0.010592067253347177
E07000112,,0.6511857726968063,,,,,,,Folkestone and Hythe,0.007368052626383193
E07000113,,4.144691016397436,,,,,,97.2,Swale,0.007880349571216274
E07000114,,0.36166825792178203,,,,,,91.7,Thanet,0.00686302949687626
E07000115,,1.7479207516272994,,,,,,,Tonbridge and Malling,0.010636894740517181
E07000116,,2.656544562620682,,,,,,132.7,Tunbridge Wells,0.009918601400970685
E07000117,,-0.8722051921562869,,,,,,,Burnley,0.007308591300381962
E07000118,,0.3020823542950958,,,,,,,Chorley,0.007877552430639532
E07000119,,0.12085259483760252,,,,,,,Fylde,0.009307279712919874
E07000120,,-0.6455655914031321,,,,,,,Hyndburn,0.008605894789205322
E07000121,,-1.0638618565383475,,,,,,,Lancaster,0.005790001894909711
E07000122,,0.12127412418856211,,,,,,,Pendle,0.007365264179236129
E07000123,,-0.11153861595668393,,,,,,,Preston,0.008235111004202454
E07000124,,0.47634751334431646,,,,,,,Ribble Valley,0.009075020166711481
E07000125,,-0.46612362092170545,,,,,,75.9,Rossendale,0.009436509628366375
E07000126,,0.1705088339574411,,,,,,93.3,South Ribble,0.008106884057971015
E07000127,,-0.3248995386460483,,,,,,92.9,West Lancashire,0.006919503692450891
E07000128,,0.4546244961854084,,,,,,84.5,Wyre,0.008584934707405864
E07000129,,-0.23239634357462124,,,,,,,Blaby,0.01132586358446912
E07000130,,0.2565912865355205,,,,,,,Charnwood,0.006702256814515459
E07000131,,0.5842144419841551,,,,,,,Harborough,0.009293578683810587
E07000132,,0.416093544217573,,,,,,,Hinckley and Bosworth,0.00811708718685463
E07000133,,-0.01765842460834752,,,,,,,Melton,0.008196882432724628
E07000134,,-0.3295125185106155,,,,,,,North West Leicestershire,0.008810396667632281
E07000135,,-0.8487390932077751,,,,,,95.1,Oadby and Wigston,0.01271149294292978
E07000136,,1.158663208344856,,,,,,,Boston,0.008235019273449364
E07000137,,0.4015897243180601,,,,,,,East Lindsey,0.008739031477690777
E07000138,,3.5052508976785646,,,,,,,Lincoln,0.009823442166642963
E07000139,,1.8579304220984254,,,,,,,North Kesteven,0.010735051635858717
E07000140,,2.503260725619337,,,,,,,South Holland,0.007438769494613859
E07000141,,0.6006069645082275,,,,,,,South Kesteven,0.008470867275627902
E07000142,,1.9529907864746476,,,,,,87.6,West Lindsey,0.011787152851388594
E07000143,,0.2803978065935722,,,,,,,Breckland,0.009227861069825833
E07000144,,1.726904254313324,,,,,,,Broadland,0.008721359940872137
E07000145,,-0.2362579762382985,,,,,,,Great Yarmouth,0.007393101783397206
E07000146,,0.836235118426695,,,,,,,King's Lynn and West Norfolk,0.006508934153805653
E07000147,,1.088752904906287,,,,,,92.3,North Norfolk,0.007264550722130935
E07000148,,2.175768872479598,,,,,,85.1,Norwich,0.009205360768918371
E07000149,,1.025426305071443,,,,,,91.7,South Norfolk,0.010223590288696474
E07000150,,-0.23841340795118912,,,,,,,Corby,0.00913143514524015
E07000151,,0.7607931364276148,,,,,,,Daventry,0.011120791887509378
E07000152,,0.05371189713482827,,,,,,,East Northamptonshire,0.01009287593278574
E07000153,,0.025565407193133726,,,,,,,Kettering,0.009067150780034313
E07000154,,1.366952090415477,,,,,,,Northampton,0.007799482397986316
E07000155,,0.4373367057374536,,,,,,,South Northamptonshire,0.01196828952280563
E07000156,,-0.32002435060870094,,,,,,,Wellingborough,0.01050510682515143
E07000163,,-0.08373173162585179,,,,,,,Craven,0.00775563564412409
E07000164,,-0.1070327260608361,,,,,,,Hambleton,0.008289424370025795
E07000165,,-0.19933940905778377,,,,,,,Harrogate,0.008004048886556196
E07000166,,0.8475348634493468,,,,,,,Richmondshire,0.01471163336374979
E07000167,,-0.7407011456450573,,,,,,,Ryedale,0.007898952330098874
E07000168,,-0.4035302532587428,,,,,,,Scarborough,0.005951831687736458
E07000169,,-1.1090455819215388,,,,,,106.7,Selby,0.009022949924334656
E07000170,,-0.7089653610952437,,,,,,,Ashfield,0.00958276528962303
E07000171,,-0.10719761726124906,,,,,,,Bassetlaw,0.00758357408171688
E07000172,,-0.4368397644675039,,,,,,,Broxtowe,0.009847584236767863
E07000173,,-0.8000182157520354,,,,,,,Gedling,0.009399972679461785
E07000174,,0.03037629140296799,,,,,,,Mansfield,0.009062776304155614
E07000175,,-0.10725801859751931,,,,,,84.4,Newark and Sherwood,0.008448724837762989
E07000176,,-0.020136055931900175,,,,,,95.3,Rushcliffe,0.007612331459705507
E07000177,,0.7662924708435718,,,,,,,Cherwell,0.009694990582783431
E07000178,,1.0505943266203244,,,,,,,Oxford,0.008933769779146342
E07000179,,1.1135415745229376,,,,,,,South Oxfordshire,0.009501527542266772
E07000180,,0.6208713172558779,,,,,,,Vale of White Horse,0.011948760544704977
E07000181,,0.5847481305929088,,,,,,120.2,West Oxfordshire,0.00841066754525653
E07000187,,-0.27193691035145173,,,,,,,Mendip,0.010791715486331961
E07000188,,-0.2967716306796499,,,,,,,Sedgemoor,0.00788194273928203
E07000189,,-0.21242176866335763,,,,,,,South Somerset,0.008085350684145058
E07000192,,-0.18150537999443522,,,,,,,Cannock Chase,0.007777979541190001
E07000193,,-1.1308376300065817,,,,,,,East Staffordshire,0.007307404382741255
E07000194,,-1.0271194293225872,,,,,,,Lichfield,0.008617774643260842
E07000195,,-0.007662260364565932,,,,,,,Newcastle-under-Lyme,0.007304420647782697
E07000196,,-1.074255460390065,,,,,,,South Staffordshire,0.009187594959335061
E07000197,,-0.113338794651325,,,,,,,Stafford,0.0077988186756106975
E07000198,,0.10143342166213457,,,,,,,Staffordshire Moorlands,0.008274447693307343
E07000199,,-0.5603579409981062,,,,,,92.0,Tamworth,0.00834999411972245
E07000200,,0.4444146030207596,,,,,,,Babergh,0.010760622948652994
E07000202,,1.0354534969590459,,,,,,,Ipswich,0.009914789139225881
E07000203,,0.2721733659738374,,,,,,,Mid Suffolk,0.009542755285937976
E07000207,,2.6428534063774007,,,,,,,Elmbridge,0.010104194927371517
E07000208,,0.8673018278504114,,,,,,,Epsom and Ewell,0.010585140526865615
E07000209,,1.4969988247157688,,,,,,,Guildford,0.008438390277242061
E07000210,,1.6648973019687276,,,,,,,Mole Valley,0.009216325406298779
E07000211,,1.183438108953351,,,,,,,Reigate and Banstead,0.010513515913733153
E07000212,,1.3168379446395408,,,,,,,Runnymede,0.009461108169701435
E07000213,,0.8778174701170459,,,,,,,Spelthorne,0.00996771589991929
E07000214,,1.276316788915224,,,,,,,Surrey Heath,0.011502281304568242
E07000215,,0.7989883071337228,,,,,,141.7,Tandridge,0.01071056279139031
E07000216,,1.786971472165023,,,,,,,Waverley,0.01119110471162307
E07000217,,0.8020581112883658,,,,,,147.9,Woking,0.009720258283973934
E07000218,,-0.1286662789290394,,,,,,,North Warwickshire,0.012330456226880395
E07000219,,0.8021971982071655,,,,,,,Nuneaton and Bedworth,0.008953901398269844
E07000220,,0.6096070158499712,,,,,,,Rugby,0.00927127409496944
E07000221,,1.4576770126165426,,,,,,,Stratford-on-Avon,0.008953531093752496
E07000222,,0.5144860242154743,,,,,,111.8,Warwick,0.006208922028485479
E07000223,,0.6708682031764602,,,,,,,Adur,0.009981010969696018
E07000224,,0.6725876321914178,,,,,,,Arun,0.006347025343981041
E07000225,,1.4017065232059298,,,,,,,Chichester,0.010067225772097977
E07000226,,-0.31137422157591665,,,,,,,Crawley,0.00790765152600659
E07000227,,1.2243361224801332,,,,,,,Horsham,0.009097914971957015
E07000228,,0.8131409683591283,,,,,,119.5,Mid Sussex,0.008338669992247801
E07000229,,1.0786608242292397,,,,,,110.1,Worthing,0.007908274956217163
E07000234,,-0.9593127976246338,,,,,,,Bromsgrove,0.01088181650511302
E07000235,,0.7429409101872598,,,,,,,Malvern Hills,0.010613620164582388
E07000236,,-0.49443270300310416,,,,,,,Redditch,0.006760245997840477
E07000237,,0.8464041676152927,,,,,,,Worcester,0.007271732118771625
E07000238,,0.6958172058727422,,,,,,,Wychavon,0.008135398554770374
E07000239,,-0.5616265468455304,,,,,,101.7,Wyre Forest,0.006463783944794718
E07000240,,-0.230672547849264,,,,,,,St Albans,0.007845270063564364
E07000241,,-0.08141454403903635,,,,,,,Welwyn Hatfield,0.009102507483193483
E07000242,,0.46168416268994605,,,,,,,East Hertfordshire,0.00820641827576829
E07000243,,-0.004611017114515041,,,,,,125.6,Stevenage,0.00891279818552753
E07000244,,,,,,,,,East Suffolk,inf
E07000245,,,,,,,,95.2,West Suffolk,inf
E07000246,,,,,,,,97.6,Somerset West and Taunton,inf
E08000001,3.032520325203252,-0.93423614943064,-303.6581375063893,985.9464163488029,-273.2399723888513,-29.437687713674638,80.33358876509992,,Bolton,0.007004595998075931
E08000002,2.891566265060241,-0.13941746418397896,-13465.875790976977,-109.89722131117816,-175.1689947139345,-93.29373108363535,144.4515066091824,,Bury,0.007651823570358807
E08000003,3.077777777777778,-0.8468446977156352,27354.03185959312,4877.97329935125,-1098.0347661830156,293.54282200080695,-266.85887147522766,71.4,Manchester,0.009059561760656717
E08000004,2.952830188679245,-0.7441768579733173,-5426.009501033772,826.1827218231024,168.1053297559733,222.6806657645672,283.4869428401289,,Oldham,0.007302392635149877
E08000005,2.965909090909091,-0.7834817578968059,-8403.039703028311,531.7962163900703,-91.47599095039283,104.16664318305739,210.17595831625488,78.6,Rochdale,0.007887063476441804
E08000006,2.8508771929824563,-0.5711241600402579,-7158.463864604965,606.5358192541291,-712.2005729668621,240.1721011852481,-74.66689860092795,,Salford,0.007388633361450193
E08000007,3.0267857142857144,0.23452483581287628,-6254.824607435173,-555.5734234570343,-258.30853060141385,-80.93679394010094,-20.793446734329105,,Stockport,0.006205225995980003
E08000008,2.910891089108911,-0.5393889223834656,-8824.534825243854,1.7626646981133531,-449.9641725191503,248.57952887077255,108.39981465979372,91.9,Tameside,0.007031978547111133
E08000009,3.231707317073171,-0.32150859602028614,-9125.130764933083,-203.05605403885582,9.50553201003856,-466.29997804725303,-59.62601297321021,96.6,Trafford,0.007787917262933506
E08000010,3.0839694656488548,-0.4529994208747434,-3203.59752390819,-615.081867783012,-601.9875421133329,229.61292028227152,-59.075353881979645,79.4,Wigan,0.0054181426151239795
E08000011,2.8947368421052633,-0.7658504563680734,-17446.25483852433,-216.1449396109044,-537.3141904184413,405.15679802553524,-6.42863412910553,,Knowsley,0.010231556273559504
E08000012,3.0118343195266273,-0.1941080776775686,9778.515960073615,968.2451654981992,-988.2978279388526,694.7612890870739,-345.1039584296032,73.5,Liverpool,0.005836651076494917
E08000013,2.985074626865672,0.40930546841570326,-15620.307440194147,-625.8423107643031,-316.0587402245186,274.3436607840289,-40.00366366330402,80.7,St. Helens,0.0059275864184106485
E08000014,2.9375,0.08192891983837,-9039.804344429222,-428.74866878097504,-600.1979752730224,85.79310615528392,-23.33984385111836,90.7,Sefton,0.005903368306814913
E08000015,2.982905982905983,-1.7725830360719061,-3762.011541007684,-597.7890410570602,-649.9966167467636,446.44986362920866,5.361924688303839,89.4,Wirral,0.0033178849799873605
E08000016,2.967032967032967,0.12902176253809022,-8335.44472873357,70.73630451161291,-958.5492060478017,128.03413676398768,-36.180446190449445,,Barnsley,0.0054902379788034075
E08000017,2.8,-1.4063663651847051,-3482.86409415685,-253.09712692108815,-536.2672273675183,448.33472518201046,-65.98188821207899,,Doncaster,0.005823137178740208
E08000018,2.8349514563106797,-0.293871542029036,-6497.467235178877,-311.20293679069016,-364.75995237950815,312.51997440516436,-45.96089519671398,80.0,Rotherham,0.006640721404841006
E08000019,3.0,0.13539804245876677,15981.70990243963,871.6474681681085,-142.2619603433167,329.8692801341908,-268.9676104495907,75.5,Sheffield,0.0042091490146056775
E08000021,3.065934065934066,0.30774839847791235,-7418.767997162116,866.5781065073594,-529.3055031582546,235.00507978496574,-25.59721256921535,,Newcastle upon Tyne,0.006016725143826772
E08000022,3.151898734177215,0.5000343801180879,-13606.885295742712,-612.9933490509094,-355.0650657349622,136.7535976539412,-25.35364582586892,,North Tyneside,0.005497058291314746
E08000023,3.103448275862069,0.2639438644399398,-19206.072194985656,-415.42927209094324,-318.59875627663644,261.82769074791094,-107.98643151044791,,South Tyneside,0.004627060278827188
E08000024,2.98019801980198,0.7313067076226519,-7902.958849281275,-590.6537060384888,-425.7309609558835,519.3674434453347,13.128512176885806,74.9,Sunderland,0.004360701030481625
E08000025,2.894977168949772,-2.7006187912877455,89798.33520736491,7869.945878191966,2339.876856685727,2261.8930915672177,-247.3028400946759,71.6,Birmingham,0.0069359251373861935
